zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry,address2,symbol,compensationAsOfEpochDate
12950,Financial Services,652.0,"PT Buana Finance Tbk provides investment, consumer, working capital, and multipurpose financing services in Indonesia. The company operates through Finance Lease Receivables and Consumer Financing Receivables segments. It offers financing services for various products, including heavy equipment, such as excavators, wheel loaders, tractors, and heavy trucks; generator and forklifts; printing and industrial machineries; consumer cars and commercial vehicles (trucks); vessels; Hajj/Umrah; education; tour traveling/vacation; and others, as well as sale and leaseback services. The company also provides working capital financing, which include factoring; multipurpose financing comprising finance lease and installment finance; and investment financing that cover financing facilities for procurement of capital goods, as well as services to individuals, business entities, or legal entities for the modernization and expansion of businesses/investment. It serves customers through its network of 33 branches in Jabodetabek, Java, Sumatera, Bali, Kalimantan, Sulawesi, and Papua. The company was founded in 1982 and is headquartered in Jakarta, Indonesia. PT Buana Finance Tbk is a subsidiary of PT Sari Dasa Karsa.",Jakarta,62 21 5080 6969,Indonesia,https://www.buanafinance.co.id,86400,Tokopedia Tower – Ciputra World 2,62 21 5080 6996,Credit Services,"38th Floor Unit A-F, Jl. Prof. Dr. Satrio, Kav. 11",BBLD.JK,
12920,Industrials,141.0,"PT Batavia Prosperindo Trans Tbk operates as a transportation services company in Indonesia. It offers long-term and short-term vehicle rental and fleet management services. The company was founded in 2014 and is based in Central Jakarta, Indonesia. PT Batavia Prosperindo Trans Tbk is a subsidiary of PT Batavia Prosperindo Makmur.",Jakarta Pusat,62 21 520 0434,Indonesia,https://www.bataviarent.com,86400,Chase Plaza,62 21 570 6413,Rental & Leasing Services,12th Floor Jalan Jenderal Sudirman Kav. 21,BPTR.JK,
10160,Real Estate,112.0,"PT Bukit Darmo Property Tbk engages in the construction, development, trade, and investment activities in Indonesia. It operates through Real Estate, Shopping Mall, Construction, and Marketing Services segments. The company constructs and develops apartments, offices, shops, recreational parks, tourism destinations, and related facilities; and establishes and runs service bureaus for various activities, such as promotion, management, marketing, land selling, and purchase of buildings, apartments, offices, shops, recreational parks, restaurants, and tourism destinations. It also designs, constructs, and maintains housing properties, hotels, apartments, offices, shops, and recreational parks, as well as tourism destinations, including restaurants, golf courses, and associated facilities. The company was formerly known as PT Adhibaladika and changed its name to PT Bukit Darmo Property Tbk in April 2007. The company was founded in 1989 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,62 21 351 7007,Indonesia,https://www.bukitdarmoproperty.com,86400,Jalan Tanah Abang III No.6,62 21 351 7008,Real Estate Services,"RT.1/RW.8, Petojo Selatan Kecamatan Gambir Kota",BKDP.JK,
12190,Consumer Defensive,1002.0,"PT Sekar Bumi Tbk processes, produces, trades in, and distributes frozen food products in Indonesia. The company offers block packing, raw, and cooked shrimp, as well as cooked and peeled prawns; beef balls, sea food, fish balls, fish shiumai, hakau, kekian, martabak, mini wonton, nuggets, puffs, samosa, sausage, shiumai, shrimp balls, shrimp shiumai, spring rolls, and squid balls; and cheese and vegetable fish cake, brosur bumifood, dumpling ayam and udang, fish tofu, fish cake laksa recipe, scallop, shrimp and fish dumpling, and shumai. It also processes cashew nuts and other nut products; and bread crumbs and breaded shrimps. In addition, the company is involved in the agriculture, fisheries, aquaculture, trading, transportation, construction, services, printing, and workshop businesses. PT Sekar Bumi Tbk sells its products under the FINNA, SKB, Bumifood, and Mitraku brands. The company also exports its products to the United States, Europe, Japan, and other Asian countries. PT Sekar Bumi Tbk was founded in 1968 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 5140 1122,Indonesia,https://www.sekarbumi.com,86400,Plaza Asia,62 21 5140 1212,Packaged Foods,21st Floor Jl. Jend. Sudirman Kav. 59,SKBM.JK,
10730,Basic Materials,147.0,"PT Saranacentral Bajatama Tbk engages in manufacturing and trading of steel products in Indonesia. The company operates through four segments: Galvanized, Saranalume, Colouring, and Non Production. It offers galvanized coated steel, aluminum zinc-coated steel, and painted zinc-coated steel products. The company markets its products under the SARAN brand. Its products are used in various applications, including building and construction; electrical and machinery; motor vehicles; office and equipment; and others, as well as residential, industrial, and commercial roofing and cladding; and curve roofing. The company was founded in 1993 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,62 21 628 8647,Indonesia,https://www.saranacentral.com,86400,Gedung Baja,62 21 601 1933,Steel,"9th Floor Tower B, Lantai 6 Jl. Pangeran Jayakarta No. 55",BAJA.JK,
11410,Real Estate,3.0,"PT Agung Semesta Sejahtera Tbk primarily engages in the development of real estate properties in Indonesia. It develops apartment, residential, housing area, shophouse, and modern market projects. The company was formerly known as PT Sitara Propertindo Tbk and changed its name to PT Agung Semesta Sejahtera Tbk in August 2020. PT Agung Semesta Sejahtera Tbk was founded in 2006 and is headquartered in West Jakarta, Indonesia.",West Jakarta,62 21 5367 3076,Indonesia,https://www.agungsemestasejahtera.com,86400,Wisma 77 Lt. 19,,Real Estate—Diversified,Jl. Lt. Gen. S. Parman Kav. 77 Ex. Slipi Kec. Palmerah,TARA.JK,
12930,Consumer Cyclical,3.0,"PT Argo Pantes Tbk produces and sells various textile products primarily in Indonesia. The company is involved in the warehouse and office rental activities. PT Argo Pantes Tbk was incorporated in 1977 and is headquartered in South Jakarta, Indonesia.",Jakarta Selatan,62 21 252 0065,Indonesia,https://www.argopantes.com,86400,Wisma Argo Manunggal,62 21 252 0108,Textile Manufacturing,2nd Floor Jalan Jend. Gatot Subroto Kav. 22,ARGO.JK,
12190,Financial Services,46.0,"PT Minna Padi Investama Sekuritas Tbk engages in the securities brokerage and underwriting activities in Indonesia. It provides brokerage services for equity and fixed income securities in primary and secondary market; underwriting services for initial public offerings, right issues, and bonds; and financial advisory services. The company was formerly known as PT Minna Padi Investama Tbk and changed its name to PT Minna Padi Investama Sekuritas Tbk in March 2017. PT Minna Padi Investama Sekuritas Tbk was founded in 1998 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 525 5555,Indonesia,https://www.minnapadi.com,86400,Equity Tower,62 21 527 1527,Asset Management,11th Floor Sudirman Central Business Dist. Lot. 9 Jl. Jenderal Sudirman Kav. 52-53,PADI.JK,
12950,Consumer Cyclical,16.0,"PT Yanaprima Hastapersada Tbk manufactures and exports polypropylene (PP) and polyethylene woven bags in Indonesia, rest of Asia, and internationally. The company operates through Plastic Bags, Cement Bags, Roll Sheet and Sandwich Sheet, and Others segments. It provides cement bags, block-bottom bags, laminated woven bags, resin bags, and PP woven fabrics for packing semi-finished products. The company was founded in 1995 and is headquartered in Jakarta Selatan, Indonesia. PT Yanaprima Hastapersada Tbk is a subsidiary of PT Hastagraha Bumipersada.",Jakarta Selatan,62 21 526 1172,Indonesia,https://www.yanaprima.com,86400,Gedung Graha Irama,,Packaging & Containers,"Lantai 2-E Jl. HR. Rasuna Said Blok X-1 Kav 1-2, Kuningan Timur",YPAS.JK,
15334,Consumer Cyclical,609.0,"PT Gema Grahasarana Tbk operates as an interior contractor and furniture manufacturer in Indonesia and internationally. The company operates through Interior, Furniture and Mechanical Electrical; Laminate; Furniture and Supplies; and Interior and Furniture Component Distribution segments. It offers interior fit-outs, furniture and panel manufacturing, mechanical and electrical installation, maintenance, and logistics. The company also manufactures and sells customized, modular, home and office, and hospitality furniture. In addition, it provides mechanical, electrical, data, and voice installation services. Further, the company is involved in trading laminated material interior and furniture; house, and office furniture and equipment; and interior and furniture components. It serves banking and financial, mining and energy, retail and hospitality, and multinational company and other sectors. The company was founded in 1984 and is headquartered in Tangerang, Indonesia. PT Gema Grahasarana Tbk is a subsidiary of PT Virucci Indogriya Sarana.",Tangerang,62 21 5098 6988,Indonesia,https://ggs-interior.vivere.co.id,86400,SOUTH78,,"Furnishings, Fixtures & Appliances","9th –11th Floor Jl. Boulevard Gading Serpong Blok O No. 7 & 8, Gading Serpong",GEMA.JK,
12950,Real Estate,110.0,"PT Megapolitan Developments Tbk operates as a property development company in Indonesia. The company engages in the development of shopping centers, housing projects, commercial shop houses, and shopping and business centers, as well as residential areas and apartments. It is also involved in renting properties and sale of land. The company was formerly known as PT Megapolitan Developments Corporation and changed its name to PT Megapolitan Developments Tbk in 2010. PT Megapolitan Developments Tbk was founded in 1976 and is headquartered in Jakarta, Indonesia. PT Megapolitan Developments Tbk is a subsidiary of PT. Cosmopolitan Persada Developments.",Jakarta,62 21 3001 9938,Indonesia,https://www.megapolitan-group.com,86400,The Bellagio Residence & Mall,62 21 3001 9939,Real Estate Services,Jl.Kawasan Mega Kuningan Barat Kav.E4 No. 3 Kuningan Timur Setiabudi,EMDE.JK,
43158,Consumer Defensive,229.0,"PT Tri Banyan Tirta Tbk engages in the manufacture and sale of bottled mineral and flavored water under the Alto and Total brand names in Indonesia. It also sells alkaline water products under the Total 8- + brand name. In addition, the company operates as an original equipment manufacturer of bottled VIT products. It serves plastic packaging, food, beverages, and canning/bottling, soft drink, and drinking and mineral water industries. The company was incorporated in 1997 and is headquartered in Sukabumi, Indonesia. PT Tri Banyan Tirta Tbk is a subsidiary of PT Fikasa Bintang Cemerlang.",Sukabumi,62 26 673 5813,Indonesia,https://www.altospringswater.com,86400,Kampung Pasir Dalem,62 26 673 1319,Beverages—Non-Alcoholic,"RT. RW: 002/002, Babakan Pari Cidahu District",ALTO.JK,
16161,Consumer Cyclical,846.0,"PT Goodyear Indonesia Tbk manufactures, imports, exports, and distributes tires, inner tubes, flaps, and other rubber derivative products for automobiles, and airplanes and related components. As of December 31, 2021, it collaborates with approximately 62 Autocare outlets in Indonesia. The company was formerly known as NV The Goodyear Tire & Rubber Company Limited and changed its name to PT Goodyear Indonesia Tbk in July 1978. The company was founded in 1917 and is headquartered in Bogor, Indonesia. PT Goodyear Indonesia Tbk is a subsidiary of The Goodyear Tire & Rubber Company.",Bogor,62 25 1832 2071,Indonesia,https://www.goodyear-indonesia.com,86400,"JL. Pemuda, No. 27",62 25 1832 8088,Auto Parts,"Tanah Sareal, RT.01/RW.07 Kb. Pedes Kec. Tanah Sareal",GDYR.JK,
14430,Industrials,,"PT Kobexindo Tractors Tbk, together with its subsidiaries, engages in the distribution and servicing of heavy equipment in Indonesia. The company operates through Heavy Equipment, Spare Parts, Repair Services and Mining Contracting, and Building and Heavy Equipment Rental segments. It offers excavators, hydraulic breakers, articulated dump trucks, rigid dump trucks, heavy duty on and off-road trucks, and wheel loaders; diesel-powered forklifts; diesel and electric forklifts, hand pallets, hand stackers, racks, and sweeping and scrubber machines; and after sales services, as well as supplies spare parts. The company also provides maintenance and rental services for heavy equipment; and engages in the rental of office building. It markets and distributes heavy equipment for mining, agriculture and plantation, construction, and forestry industries; and serves warehousing and logistics business, and manufactures. The company was founded in 2002 and is headquartered in North Jakarta, Indonesia. PT Kobexindo Tractors Tbk is a subsidiary of PT Kobexindo Investama.",Jakarta Utara,62 21 6470 0800,Indonesia,https://www.kobexindo.com,86400,Kobexindo Tower,62 21 6470 0900,Farm & Heavy Construction Machinery,Jalan Pasir Putih Raya Blok E-5-D Ancol Pademangan,KOBX.JK,
12920,Healthcare,960.0,"PT Pyridam Farma Tbk develops, produces, and sells pharmaceuticals, antibiotics, vitamins, supplements, and traditional herbal care products in Indonesia. The company operates in two segments, Pharmaceutical Products and Toll Manufacturing Services; and Medical Device Products. It offers medical instruments and equipment, including clinical waste, collection swab, collection tube, innerbox DCA, KF94 mask, parafilm, PCR  extraction kit and extractor machine, speciment bag, sterile container, and tube stopper. The company also provides skin care products comprising Arosa gel, A-Stark Gel, Hymen gel, Pyderen Emulsion, Tonic Bust Emulsion, Calmosan Cream, and Di-Herb gel; products in the areas of alimentary t. and metabolism, blood and blood forming organs, cardiovascular system, dermatologicals, G.U. system and sex hormones, systemic corticosteroids, systemic antibacterial, sensory organs, as well as musculo-skeletal, nervous, and respiratory systems; and supplements and other preventive consumer health products with energy drinks and healthy ready-to-drink products. In addition, it engages in the research and development on biotechnology, life, and medical science. The company was founded in 1976 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 5099 1067,Indonesia,https://www.pyfa.co.id,86400,Sinarmas MSIG Tower,,Drug Manufacturers—Specialty & Generic,"12th Floor Jl. Jend. Sudirman No.Kav. 21 RT.10/RW.01,Kuningan, Karet, Kecamatan S",PYFA.JK,
10340,Industrials,13.0,"PT Mitra Investindo Tbk engages in the exploration and production of crude petroleum and gas in Indonesia. It also provides vessel chartering, ship management, and shipping agency services. The company was formerly known as PT Siwani Trimitra Tbk and changed its name to PT Mitra Investindo Tbk in March 2006. PT Mitra Investindo Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 2907 9558,Indonesia,https://www.mitra-investindo.com,86400,Jalan Menteng Raya No.72,,Marine Shipping,"RT.4/ RW.9, Dukuh Atas Kebon Sirih, Menteng District Central Jakarta City",MITI.JK,
12740,Real Estate,6.0,"PT Repower Asia Indonesia Tbk engages in the real estate property business in Indonesia. The company purchases, sells, leases, and operates real estate properties, such as apartment buildings, residential buildings, exhibition grounds, personal storage facilities, malls, shopping centers, and others. The company was founded in 2011 and is headquartered in South Jakarta, Indonesia.",South Jakarta,62 21 2503 3198,Indonesia,https://repowerasiaindonesia.com,86400,Graha Repower Asia building,62 21 2503 3399,Real Estate—Development,Jalan Warung Buncit Raya No. 65,REAL.JK,
11180,Consumer Cyclical,1025.0,"PT Pudjiadi and Sons Tbk operates hotels and hotel facilities in Indonesia. Its facilities include accommodation, offices, shopping complexes, apartments, recreational facilities, and entertainment facilities. The company is also involved in the property management and catering businesses. It operates hotels in Jakarta, Bandung, Anyer, Cisarua, Bali, Lombok, Yogyakarta, and Flores. The company was incorporated in 1970 and is based in Jakarta, Indonesia. PT Pudjiadi and Sons Tbk is a subsidiary of PT Istana Kuta Ratu Prestige.",Jakarta,62 21 659 3626,Indonesia,https://www.pudjiadiandsons.co.id,86400,Hotel The Jayakarta S.P.,62 21 639 9573,Resorts & Casinos,Jl. Hayam Wuruk No. 126 Lantai 21,PNSE.JK,
14430,Consumer Defensive,604.0,"Pt Wicaksana Overseas International Tbk engages in the distribution and trading of food, beverage, and other products in Indonesia. The company operates through two segments, Distribution and Trading Centre. It offers snacks, beverages, milk powder, instant noodles, personal care products, cosmetics, medicines, household products, cooking oil, and plastic and electrical materials, as well as over the counter and consumer health products, and medical devices. The company also provides patient, commercial, regulatory support, and distribution services. It operates through a network of 33 distribution centers. The company was founded in 1973 and is headquartered in Jakarta Utara, Indonesia. Pt Wicaksana Overseas International Tbk is a subsidiary of DKSH Holding AG.",Jakarta Utara,62 21 692 7293,Indonesia,https://www.wicaksana.co.id,86400,Jalan Ancol Barat VII,62 21 692 7766,Food Distribution,Blok A5D No. 2,WICO.JK,
16820,Technology,162.0,"PT Selaras Citra Nusantara Perkasa Tbk produces and sells household appliance products and medical devices in Indonesia. It offers blenders, electric irons, gas stoves, electric fans, and air purifiers, as well as UVC sterilizer cabinets. The company is headquartered in Bogor, Indonesia. PT Selaras Citra Nusantar Perkasa Tbk is a subsidiary of PT Sena Dwimakmur.",Bogor,62 21 823 3320,Indonesia,https://www.scnp.co.id,86400,Dusun Pasir Angin RT. 003 RW. 004,62 21 823 0232,Consumer Electronics,Pasir Angin Raya Narogong Km. 19 Cileungsi,SCNP.JK,
61177,Basic Materials,228.0,"PT Emdeki Utama Tbk produces and sells calcium carbide in Indonesia. The company also produces air conditioners and refrigerators. It exports calcium carbide to Japan, the United States, India, and other countries. The company was founded in 1981 and is headquartered in Gresik, Indonesia. PT Emdeki Utama Tbk is a subsidiary of PT Emde Industri Investama.",Gresik,62 31 750 7001,Indonesia,https://www.emdeki.co.id,86400,Jl. Raya Krikilan No. 294,62 31 750 7234,Specialty Chemicals,"RT 011/002, Krikilan Driyorejo",MDKI.JK,
12960,Industrials,13.0,"PT Bintang Samudera Mandiri Lines Tbk provides sea transportation and logistics services in Indonesia. It transports mining commodities, such as coal and nickel; infrastructure goods, including cement, sand, pipes, and construction equipment; and fertilizers and clinkers. The company offers shipping agency; bunkering; loading and unloading; and refueling services, as well as ramp door and trestle rental services. It also provides transportation facilities for picking up and loading cargo on barges; charter ship operation services for the delivery of cargo for mining goods and others; marine ship operation management services; and logistics services for vessels and sea loading activities. It operates 8 units of tugboats and 7 units of barges. The company was founded in 2012 and is based in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 2232 3392,Indonesia,https://bsmlines.com,86400,Rasuna Office Park No. DO-03,,Marine Shipping,Jl. Taman Rasuna Timur Kecamatan Menteng Atas Kelurahan Setiabudi,BSML.JK,
