zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry,address2,symbol
14440,Consumer Defensive,1567.0,"PT Cisadane Sawit Raya Tbk. operates oil palm plantations in Indonesia. It manages a total nucleus planted area of 18.112,7 hectares. The company was founded in 1983 and is headquartered in Jakarta Utara, Indonesia.",Jakarta Utara,62 21 6667 3312,Indonesia,https://csr.co.id,86400,CBD Pluit Office Complex,62 21 6667 3310,Farm Products,Blok R2 No. B-25 Jl. Pluit Selatan Raya,CSRA.JK
12560,Financial Services,170.0,"PT Radana Bhaskara Finance Tbk primarily engages in financing activities in Indonesia. The company's financing services comprise working capital financing, investment financing, multipurpose financing, sale and purchase financing, and services financing. As of December 31, 2021, it operated 9 branch offices located in Tanggerang, Bekasi, Cimahi, Depok, Semarang, Surakarta, Surabaya, Medan, Palembang, and Cipondoh. The company was formerly known as PT HD Finance Tbk and changed its name to PT Radana Bhaskara Finance Tbk in June 2014. The company was incorporated in 1972 and is headquartered in Jakarta, Indonesia. PT Radana Bhaskara Finance Tbk is a subsidiary of Rubicon Investments Holding Pte. Ltd.",Jakarta,62 21 5099 1088,Indonesia,https://www.radanafinance.co.id,86400,CIBIS Nine Building,62 21 5099 1089,Credit Services,"11th Floor, Suite W-16 Jl. TB Simatupang No.2, Rt.001/Rw.005 Kel Cilandak Timur, Kec Pasar Minggu",HDFA.JK
14470,Consumer Defensive,2718.0,"PT PINAGO UTAMA Tbk engages in the oil palm and rubber plantation business in Indonesia. The company was founded in 1979 and is based in Palembang, Indonesia.",Jakarta Utara,62 21 5596 6133,Indonesia,https://www.pinagoutama.com,86400,Rukan Exclusive Bukit Golf Mediterania,62 21 5596 5977,Farm Products,"Blok I No. 9. RT. 004, RW.003 Pantai Indah Kapuk. Kel. Kec. Penjaringan",PNGO.JK
65216,Basic Materials,762.0,"PT Madusari Murni Indah Tbk, through its subsidiaries, produces and sells food grade ethanol. It also provides carbon dioxide gas in liquid and dry forms; and organic and potassium fertilizers. The company sells its products under the Molindo Ethanol, Molindo CO2, and Molindo Fertilizer brands. It serves food and beverage, pharmaceutical, cosmetic, cigarette, hospital, furniture, ink, printing, fuel, and welding industries. The company was founded in 1959 and is headquartered in Malang, Indonesia. PT Madusari Murni Indah Tbk operates as a subsidiary of PT Cropsco Panen Indonusa.",Malang,62 34 142 6681,Indonesia,https://www.molindo.co.id,86400,Jl. Sumber Waras No. 255,62 34 142 6222,Chemicals,Lawang Kalirejo,MOLI.JK
10220,Real Estate,171.0,"PT Pikko Land Development Tbk develops and sells real estate properties in Indonesia. It also invests in shares of stocks, and various property assets, such as land and apartment units. The company was formerly known as PT Royal Oak Development Asia Tbk and changed its name to PT Pikko Land Development Tbk in October 2012. PT Pikko Land Development Tbk was founded in 1984 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 5297 0288,Indonesia,https://www.pikkoland.com,86400,Sahid Sudirman Residence,62 21 2902 2888,Real Estate—Development,3rd Floor Jl. Jendral Sudirman No. 86,RODA.JK
60162,Basic Materials,,"PT Alumindo Light Metal Industry Tbk manufactures and sells flat aluminum sheet, foil, and related products in Indonesia, the United States, Asia, Europe, and Australia. It offers various aluminum products in the form of sheets, coils, and circles; embossed aluminum products primarily for use as roofing, siding, and surface decorations; and aluminum foils. The company provides its products for various applications, such as ceiling, decorative lighting, curtain walls, venetian blinds, roofing, buses or trucks bodies, license plates, road signs, various automotive parts, lamp fitting, covers, reflectors, cooking utensils, as well as cigarette packaging, pharmaceutical, food packaging, roofing insulation, and fin-stocks. PT Alumindo Light Metal Industry Tbk was founded in 1978 and is headquartered in Surabaya, Indonesia.",Surabaya,62 31 353 1445,Indonesia,https://www.alumindo.com,86400,Jalan Kembang Jepun No. 38-40,62 31 353 3055,Aluminum,,ALMI.JK
14350,Industrials,182.0,"PT Indah Prakasa Sentosa Tbk. offers integrated logistics, transportation, distribution, and retail services for fuel, lubricant, chemical, gasses, and FMCG in Indonesia. The company operates in three segments: Agents of Fuel, Lubricant and Gas; SPPBE; and Transportation and Logistic. Its services include land and sea transportation, warehousing, container depot, and forwarding. The company provides distribution services for industrial and marine fuels, industrial lubricants, and industrial and retail LPG. PT Indah Prakasa Sentosa Tbk. was founded in 1960 and is headquartered in Jakarta, Indonesia. PT Indah Prakasa Sentosa Tbk. is a subsidiary of PT Surya Perkasa Sentosa.",Jakarta,62 21 6583 7620,Indonesia,https://www.inprasegroup.co.id,86400,JI. Sunter Garden Raya,62 21 6583 7838,Trucking,Blok D8. No. 3G-3H,INPS.JK
17530,Consumer Cyclical,1052.0,"PT Berlina Tbk, together with its subsidiaries, provides plastic packaging solutions in Indonesia and internationally. It offers plastic laminated tubes, such as aluminum and plastic barrier; coextrusion plastic tubes; plastic bottles; toothbrushes; and molds. The company also engages in plastic processing, general trading, and service activities, as well as produces post-consumer recycled plastic materials. It primarily serves multinational companies in various industries, including personal care, cosmetics, pharmaceutical, household, pesticides, engineering, food and beverage, industrial goods, and others. The company was founded in 1969 and is headquartered in Bekasi, Indonesia. PT Berlina Tbk is a subsidiary of PT Dwi Satrya Utama.",Bekasi,62 21 8983 0160,Indonesia,https://www.berlina.co.id,86400,Jl. Jababeka Raya Blok E 12 – 17,62 21 8983 0161,Packaging & Containers,Kawasan Industri Jababeka Cikarang Desa Wangunharja Kecamatan Cikarang Utara,BRNA.JK
10450,Industrials,1296.0,"PT Astra Graphia Tbk engages in trading, industrial, consulting, office equipment and supplies contractor services, information technology, telecommunications, and investment businesses. It operates in three segments: Document Solution, Information Technology Solution, and Office Services Solution. The Document Solution segment offers hardware and solution based services that include various aspects of the document cycle comprising document input, such as creating, scanning, merging, editing, and capturing, as well as the document management, including sharing, indexing, storing, archiving, and distributing, and document output consisting of printing, faxing, scanning, copying, emailing, and web viewing. This segment also provides digital printing services, such as transactional printing and printing on demand, as well as document imaging and its delivery. The Information Technology Solution segment offers hardware and software solutions; IT solutions and infrastructure services; and IT software development and managed services, including data center and cloud services. The Office Services Solution segment provides general office needs, such as outsourcing service solutions in the form of document printing production, distribution services, and general office services, including office supplies, office equipment, electronic goods, and consumer goods. The company also operates AXIQoe.com, an B2B and B2G e-commerce service; PrintQoe.com, a B2B and B2G online printing service; and CourierQoe, a logistics and distribution service for B2B and B2G. It serves customers through a network of 33 branch offices and 94 service points in 514 cities and regencies of Indonesia. The company was founded in 1975 and is headquartered in Jakarta, Indonesia. PT Astra Graphia Tbk is a subsidiary of PT Astra International Tbk.",Jakarta,62 21 390 9190,Indonesia,https://www.astragraphia.co.id,86400,Jalan Kramat Raya No. 43,62 21 390 9181,Specialty Business Services,,ASGR.JK
13910,Industrials,607.0,"PT KMI Wire and Cable Tbk manufactures and sells various power cables in Indonesia. The company offers aluminum, copper, and ground bare conductors; low voltage power cables comprising aluminum, copper, control, flexible, and instrument cables; medium voltage power cables consisting of aluminum and copper cables; high voltage power cables; outdoor and indoor telecom cables; special purpose cables, including fire resistant, flame retardant, lead sheated, nylon, and thermocouple cables; and aluminum and copper rods, and rod products. It supplies power cables to the state-owned electricity company; and cables to private and industrial sectors comprising oil and gas, mining, industrial, and other sectors. The company sells its products under the kabelmetal Indonesia, and KMI Wire and Cable brands through a chain of distributors and resellers, as well as directly. It also exports its products internationally. PT KMI Wire and Cable Tbk was founded in 1972 and is based in Jakarta, Indonesia.",Jakarta,62 21 460 1733,Indonesia,https://kmiwire.com,86400,Jl. Raya Bekasi Km 23.1,62 21 460 1738,Electrical Equipment & Parts,Cakung,KBLI.JK
16132,Consumer Cyclical,108.0,"PT Graha Andrasentra Propertindo Tbk. engages in the development and management of amusement/recreation parks. The company operates through four divisions: Hotel and Condotel, Real Estate, Recreation Park, and Others. It also manages the Jungle Waterpark, Jungleland Adventure Theme Park, and Jungle Festival. In addition, the company is involved in the development and sale of houses and apartments; management of the Bogor Nirwana Residence area; and management of Aston Bogor Hotel and Resort. PT Graha Andrasentra Propertindo Tbk. was founded in 1988 and is based in Bogor, Indonesia.",Bogor,62 25 1821 1290,Indonesia,https://www.jungleseries.co.id,86400,GAP OFFICE,62 25 1821 2050,Leisure,Bogor Nirwana Residence Jl. Bogor Nirwana Raya Dereded – Pahlawan,JGLE.JK
12510,Industrials,46.0,"PT Nusa Konstruksi Enjiniring Tbk operates as a construction and engineering company in Indonesia. The company engages in the construction and engineering of building and civil works, including roadways, irrigation, reservoir, power plants, rail roads, and harbor projects. It is also involved in building, developing, and operating hydroelectric power plants; land transportation business; procuring electricity; and the provision of mining construction works. The company was formerly known as PT Duta Graha Indah Tbk and changed its name to PT Nusa Konstruksi Enjiniring Tbk in August 2012. The company was founded in 1982 and is headquartered in Jakarta Selatan, Indonesia. PT Nusa Konstruksi Enjiniring Tbk is a subsidiary of PT Global Dinamika Kencana.",Jakarta Selatan,62 21 722 1003,Indonesia,https://www.nusakonstruksi.com,86400,ITS Tower Niffaro Park,62 21 739 6580,Engineering & Construction,20th & 21st floor Jl.Pasar Minggu KM.18,DGIK.JK
17532,Consumer Defensive,397.0,"PT Wilmar Cahaya Indonesia Tbk. engages in the production and processing of vegetable and specialty oils for the food and beverage industry in Indonesia. It offers specialty fats, including cocoa butter substitutes, cocoa butter replacers, cocoa butter equivalents, confectionary fats, icing and filling fats, milk fat replacers, ice cream fats, and spread fats; bakery fats; and cooking oil. The company was formerly known as PT Cahaya Kalbar Tbk. and changed its name to PT Wilmar Cahaya Indonesia Tbk. in May 2013. The company was founded in 1968 and is headquartered in Bekasi, Indonesia. PT Wilmar Cahaya Indonesia Tbk. is a subsidiary of PT Sentratama Niaga Indonesia.",Bekasi,62 21 8983 0003,Indonesia,https://wilmarcahayaindonesia.com,86400,Jl. Industri Selatan 3 Jababeka Tahap II,62 21 893 7143,Packaged Foods,"GG No. 1 , RT.000 RW.000 Pasirsari Cikarang Selatan",CEKA.JK
12910,Consumer Cyclical,1278.0,"PT Indopoly Swakarsa Industry Tbk, together with its subsidiaries, operates as a flexible-packaging manufacturing company in Indonesia, China, Singapore, and the United States. The company offers plain, heatsealable, matte, metallized, and thermal films, as well as other specialty products. It also provides food and beverage, household and personal care, cigarette, label, graphic, industrial, and other products. In addition, the company involved in the investment business. It markets its products under the Ilene brand name. PT Indopoly Swakarsa Industry Tbk was founded in 1995 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 251 0088,Indonesia,https://www.ilenefilms.com,86400,Wisma Indosemen,62 21 251 0460,Packaging & Containers,5th Floor Jalan Jenderal Sudirman Kavling 70-71,IPOL.JK
11410,Basic Materials,3171.0,"PT Lautan Luas Tbk engages in the manufacture and distribution of basic and specialty chemicals for industrial end-users primarily in Indonesia and the Asia-Pacific region. The company operates through three segments: Distribution, Manufacturing, and Services. It offers aluminum sulfate, foaming agent, color/additive masterbatch, borate fertilizer, poly aluminum chloride, aluminum chlorohydrate, sulfuric acid, white oil, sodium sulfate and silicate, sodium metabisulphite, sulfamic acid, color-dyes, pigment, creamer, foaming creamer, dairy, fiber crème, yarn sizing agent, parafin wax, petroleum jelly, and liquid methyl tin and one pack methyltin stabilizer. The company also provides laboratory services and solutions for customers in electroplating, leather, paper, textile, and water treatment industries, as well as offers integrated logistics and supply chain, waste water treatment, and information technology solutions. It serves the food and beverages, animal feed, personal and household care, chemical, plastic and rubber, agriculture, glass and ceramics, textile, pulp and paper, and other industries. The company was formerly known as Perusahaan Andil Maskapai Dagang dan Industri Lim Teck Lee and changed its name to PT Lautan Luas Tbk in 1965. The company was founded in 1951 and is headquartered in Jakarta Barat, Indonesia. PT Lautan Luas Tbk is a subsidiary of PT Caturkarsa Megatunggal.",Jakarta Barat,62 21 8066 0777,Indonesia,https://www.lautan-luas.com,86400,Graha Indramas,,Specialty Chemicals,Jl. AIP II K.S. Tubun Raya No. 77,LTLS.JK
68362,Consumer Defensive,440.0,"PT Panca Mitra Multiperdana Tbk produces, processes, and sells frozen shrimps. The company offers raw, cooked, breaded, Nobashi, raw tempura, sushi ebi, and garlic butter marinated shrimps, as well as cooked shrimp ring. It supplies shrimp under EBINOYA brand name to restaurants, hotels, and food service firms in Indonesia; and exports to the United States and Japan under Leader brand name. The company was founded in 1997 and is headquartered in Surabaya, Indonesia. PT Panca Mitra Multiperdana Tbk operates as a subsidiary of PT Tiga Makin Jaya.",Surabaya,62 33 867 2221,Indonesia,https://www.pancamitra.com,86400,Jl. Raya Banyuwangi Km 10,,Packaged Foods,Kabupaten Situbondo,PMMP.JK
12950,Real Estate,19.0,"PT Rockfields Properti Indonesia Tbk. develops real estate properties. It designs, develops, markets, and manages commercial and residential real estate projects. The company was founded in 2013 and is based in Jakarta, Indonesia.",Jakarta,62 21 2978 3000,Indonesia,https://www.rockfields.co.id,86400,No.2 Noble House,62 21 2978 3001,Real Estate—Development,Floor 35 Jl. Dr. Ide Anak Agung Gede Agung Kav. E,ROCK.JK
,Real Estate,126.0,"PT Perintis Triniti Properti Tbk engages in the real estate business in Indonesia. It purchases, sells, rents, leases, and operates real estate, as well as sells land. The company develops and sells apartments, mixed use properties, office houses, shophouses, and other buildings. It also offers marketing services. The company was founded in 2009 and is headquartered in Tangerang Selatan, Indonesia.",Tangerang Selatan,62 21 3006 6688,Indonesia,https://www.trinitiland.com,86400,Brooklyn Premium Office,62 21 8082 1403,Real Estate—Development,"Jl Sutera Boulevard Kav 22-26 Alam Sutera Kel Pakualam, Kec Serpong Utara",TRIN.JK
12120,Industrials,118.0,"PT Paramita Bangun Sarana Tbk engages in the construction business in Indonesia and Malaysia. The company operates through four segments: Mill Construction, Infrastructure Construction, Jetty Construction, and Mechanical. It constructs industrial buildings; and engages in civil construction activities, such as installation of pile drivers, lower structures, and steel and concrete structures, as well as roof and wall structures. The company also provides infrastructure construction services, including road levelling, compaction, and road foundation construction services; and mechanical works, such as machinery, piping, and tanks installations, as well as electricity works. In addition, it offers land clearing and steel fabrication services. The company was founded in 2002 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 720 5466,Indonesia,https://paramita.co.id,86400,Jl. Sisingamangaraja No. 57,62 21 720 5372,Engineering & Construction,"RT 003 RW 006 Kel. Gunung, Kec. Kebayoran Baru",PBSA.JK
12940,Energy,3021.0,"PT Darma Henwa Tbk, together with its subsidiaries, engages in mining support and other excavation activities, and machine repair for special purposes in Indonesia. It operates through two segments, Mining Services and Other Services. The company is involved in various mining activities, including land clearing, top soiling, drilling, blasting, overburden removal and dumping, coal getting, coal rom, coal hauling, coal crushing, coal barging, vegetation, and rehabilitation activities, as well as engages in rental and operating lease and civil engineering businesses. It also engages in road and bridge construction for mining areas, mining dressing plant installation, earthworks, drilling exploration, and civil consultant management activities. In addition, the company provides port management services comprising operational activities for the coal crushing and blending process, coal stockpile management service at the port, maintenance of power plants and the supporting equipment, port equipment maintenance service, and other services. The company was formerly known as PT HWE Indonesia and changed its name to PT Darma Henwa Tbk in September 2005. PT Darma Henwa Tbk was incorporated in 1991 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 2991 2350,Indonesia,https://www.ptdh.co.id,86400,Bakrie Tower,62 21 2991 2364,Thermal Coal,"8th Floor Rasuna Epicentrum, Jl. HR. Rasuna Said Kuningan",DEWA.JK
10220,Consumer Defensive,3662.0,"PT. Mandom Indonesia Tbk manufactures and trades in cosmetics for men and women in Indonesia. It offers hair care products, including hair vitamin and hair color products; and skin care, body care, and makeup products, as well as sprays, deodorants, fragrances, and air fresheners. The company markets its products under the Johnny Andrean, Tancho, Fresh n Fresh, Lucido-L, Pixy, Pucelle, Miratone, Lovillea, GATSBY, Mandom, Axya, Bifesta, Color Comm, and dll brands. Its sells its products in the United Arab Emirates, Malaysia, Japan, Thailand, the Philippines, India, Singapore, Korea, Vietnam, China, Hongkong, and Taiwan. The company was formerly known as PT Tancho Indonesia and changed its name to PT. Mandom Indonesia Tbk in 2001. The company was founded in 1969 and is headquartered in Jakarta, Indonesia. PT. Mandom Indonesia Tbk is a subsidiary of Mandom Corporation.",Jakarta,62 21 2980 9500,Indonesia,https://www.mandom.co.id,86400,Wisma 46 Kota BNI,62 21 2980 9501,Household & Personal Products,Suite 7.01 7th Floor Jl. Jend. Sudirman Kav. 1,TCID.JK
17520,Real Estate,175.0,"PT Bekasi Fajar Industrial Estate Tbk opens, operates, and manages industrial and residential estates in Indonesia. The company develops and sells properties; and opens, runs, manages, and leases shopping centers and offices. It also develops coffee shops, restaurants, hotels, etc. The company was founded in 1989 and is based in Bekasi, Indonesia.",Bekasi,62 21 898 0133,Indonesia,https://befa.id,86400,Jalan Sumatera,62 21 898 0157,Real Estate Services,Kawasan Industri MM2100 Cikarang Barat,BEST.JK
11440,Industrials,565.0,"PT Total Bangun Persada Tbk, together with its subsidiaries, provides construction and other related services primarily in Indonesia. It operates through Construction, and Rental and Others divisions. The company undertakes construction of education, office and religious buildings, high rise residential buildings, hospitals, shopping centers, hotels, utilities, and industrial projects. PT Total Bangun Persada Tbk also provides equipment rental and installation services. The company was founded in 1970 and is based in West Jakarta, Indonesia. PT Total Bangun Persada Tbk is a subsidiary of PT Total Inti Persada.",Jakarta Barat,62 21 566 6999,Indonesia,https://www.totalbp.com,86400,Jl. Letjen. S. Parman,62 21 566 3069,Engineering & Construction,Kavling 106 Tomang,TOTL.JK
12190,Consumer Cyclical,1100.0,"PT Electronic City Indonesia Tbk engages in the trade of electronic goods in Indonesia. It operates through three segments: Sales of Branded Electronic Goods, Rents, and Others. The company offers products in the categories of TV and audio, refrigerators, washing machines, air conditioners, cameras, notebooks and accessories, smartphones and gadgets, household appliances, and office equipment, as well as mother and child products. PT Electronic City Indonesia Tbk sells its products through online stores. The company is also involved in the property business. PT Electronic City Indonesia Tbk was founded in 2001 and is headquartered in South Jakarta, Indonesia.",Jakarta Selatan,62 21 515 1177,Indonesia,https://eci.id,86400,Kawasan Niaga Terpadu Sudirman Lot 22,62 21 515 5919,Specialty Retail,Jl. Jend. Sudirman Kav. 52-53 Sudirman Central Business Dist. (SCBD),ECII.JK
12940,Industrials,2328.0,"PT Bakrie & Brothers Tbk, through its subsidiaries, engages in automotive components, general trading, construction, telecommunication, and oil and gas businesses in Indonesia and internationally. The company operates through two segments, Infrastructure and Manufacturing; and Trading, Services, and Investment. It offers automotive components for vehicles and heavy duty equipment; building materials, such as fiber cement roofing, ceiling, and partition products, as well as conduit pipes for general use; steel pipes for use in oil and gas, and general purposes; and fabrication services. The company also engages in the trading, distribution, and construction of building products, including gypsum, roofing, and autoclaved aerated concrete products, as well as electrical lightings and prefab bathrooms; development of infrastructure assets; and steel construction, investment, oil and gas trading, management consultation, and energy and electrical power businesses. In addition, it provides industries-organic chlor chemicals; and trades in ammonium nitrate and olein. Further, the company offers information technology, telecommunication, integration system, and multimedia and network services. PT Bakrie & Brothers Tbk was founded in 1942 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 2991 2222,Indonesia,https://www.bakrie-brothers.com,86400,Bakrie Tower,62 21 2991 2333,Conglomerates,35th-37th Floor Rasuna Epicentrum Complex Jalan H.R. Rasuna Said,BNBR.JK
12940,Energy,458.0,"PT Energi Mega Persada Tbk, an upstream oil and gas company, engages in the explores for, develops, produces, and trades in crude oil, natural gas, and coal methane gas in Indonesia and Mozambique. It has interests in the oil and gas properties located in Bentu, Korinci Baru, Malacca Strait, Tonga, and Gebang in Sumatera; Kangean in East Java; Sangatta II in East Kalimantan; and Buzi in Mozambique. The company was founded in 2001 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 2994 1500,Indonesia,https://www.emp.id,86400,Bakrie Tower,62 21 2994 1247,Oil & Gas E&P,32nd Floor Rasuna Epicentrum Jalan HR Rasuna Said,ENRG.JK
12190,Industrials,238.0,"PT Satria Antaran Prima Tbk operates as an android-based shipping service company in Indonesia. It offers city and domestic courier; warehouse management; international express shipping and cargo; mailroom; e-commerce; land transportation; dedicated courier; ocean and air cargo; cash on delivery; same day and one day delivery; regular delivery; and label, packaging, and wood packing services. The company was founded in 2014 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 2280 6611,Indonesia,https://www.sap-express.id,86400,Revenue Tower lt. 27 No. 123,62 21 2280 6612,Integrated Freight & Logistics,Jl. Jendral Sudirman No 52–53 RT.5/RW.3 Senayan,SAPX.JK
12430,Technology,20.0,"PT Solusi Sinergi Digital Tbk engages in the trading, advertising, and leasing businesses in Indonesia. It is involved in trading coffee, tea, and cocoa; and leasing machinery, equipment, and other tangible goods. The company was founded in 2012 and is based in Jakarta, Indonesia. PT Solusi Sinergi Digital Tbk is a subsidiary of PT Investasi Sukses Bersama.",Jakarta,62 21 765 9228,Indonesia,https://surge.co.id,86400,Kantor Fatmawati Mas Blok III No.328-329,62 21 765 9229,Information Technology Services,Jl. RS Fatmawati No. 20,WIFI.JK
